Edge Sequence,Genus,1st order gonality
"3,5,8,4",16,gonality: 5
"3,5,8,5",17,gonality: 5
"3,5,8,6",18,gonality: 5
"3,5,8,7",19,gonality: 5
"3,5,8,8",20,gonality: 5
"3,5,8,9",21,gonality: 5
"3,5,8,10",22,gonality: 5
"3,5,8,11",23,gonality: 5
"3,5,9,3",16,gonality: 5
"3,5,9,4",17,gonality: 5
"3,5,9,5",18,gonality: 5
"3,5,9,6",19,gonality: 5
"3,5,9,7",20,gonality: 5
"3,5,9,8",21,gonality: 5
"3,5,9,9",22,gonality: 5
"3,5,9,10",23,gonality: 5
"3,5,9,11",24,gonality: 5
"3,5,10,3",17,gonality: 5
"3,5,10,4",18,gonality: 5
"3,5,10,5",19,gonality: 5
"3,5,10,6",20,gonality: 5
"3,5,10,7",21,gonality: 5
"3,5,10,8",22,gonality: 5
"3,5,10,9",23,gonality: 5
"3,5,10,10",24,gonality: 5
"3,5,10,11",25,gonality: 5
"3,5,11,3",18,gonality: 5
"3,5,11,4",19,gonality: 5
"3,5,11,5",20,gonality: 5
"3,5,11,6",21,gonality: 5
"3,5,11,7",22,gonality: 5
"3,5,11,8",23,gonality: 5
"3,5,11,9",24,gonality: 5
"3,5,11,10",25,gonality: 5
"3,5,11,11",26,gonality: 5
"3,6,2,4",11,gonality: 5
"3,6,2,5",12,gonality: 5
"3,6,2,6",13,gonality: 5
"3,6,2,7",14,gonality: 5
"3,6,2,8",15,gonality: 5
"3,6,2,9",16,gonality: 5
"3,6,2,10",17,gonality: 5
"3,6,2,11",18,gonality: 5
"3,6,3,4",12,gonality: 5
"3,6,3,5",13,gonality: 5
"3,6,3,6",14,gonality: 5
"3,6,3,7",15,gonality: 5
"3,6,3,8",16,gonality: 5
"3,6,3,9",17,gonality: 5
"3,6,3,10",18,gonality: 5
"3,6,3,11",19,gonality: 5
"3,6,4,4",13,gonality: 5
"3,6,4,5",14,gonality: 5
"3,6,4,6",15,gonality: 5
"3,6,4,7",16,gonality: 5
"3,6,4,8",17,gonality: 5
"3,6,4,9",18,gonality: 5
"3,6,4,10",19,gonality: 5
"3,6,4,11",20,gonality: 5
"3,6,5,4",14,gonality: 5
"3,6,5,5",15,gonality: 5
"3,6,5,6",16,gonality: 5
"3,6,5,7",17,gonality: 5
"3,6,5,8",18,gonality: 5
"3,6,5,9",19,gonality: 5
"3,6,5,10",20,gonality: 5
"3,6,5,11",21,gonality: 5
"3,6,6,3",14,gonality: 5
"3,6,6,4",15,gonality: 5
"3,6,6,5",16,gonality: 5
"3,6,6,6",17,gonality: 5
"3,6,6,7",18,gonality: 5
"3,6,6,8",19,gonality: 5
"3,6,6,9",20,gonality: 5
"3,6,6,10",21,gonality: 5
"3,6,6,11",22,gonality: 5
"3,6,7,3",15,gonality: 5
"3,6,7,4",16,gonality: 5
"3,6,7,5",17,gonality: 5
"3,6,7,6",18,gonality: 5
"3,6,7,7",19,gonality: 5
"3,6,7,8",20,gonality: 5
"3,6,7,9",21,gonality: 5
"3,6,7,10",22,gonality: 5
"3,6,7,11",23,gonality: 5
"3,6,8,3",16,gonality: 5
"3,6,8,4",17,gonality: 5
"3,6,8,5",18,gonality: 5
"3,6,8,6",19,gonality: 5
"3,6,8,7",20,gonality: 5
"3,6,8,8",21,gonality: 5
"3,6,8,9",22,gonality: 5
"3,6,8,10",23,gonality: 5
"3,6,8,11",24,gonality: 5
"3,6,9,3",17,gonality: 5
"3,6,9,4",18,gonality: 5
"3,6,9,5",19,gonality: 5
"3,6,9,6",20,gonality: 5
"3,6,9,7",21,gonality: 5
"3,6,9,8",22,gonality: 5
"3,6,9,9",23,gonality: 5
"3,6,9,10",24,gonality: 5
"3,6,9,11",25,gonality: 5
"3,6,10,3",18,gonality: 5
"3,6,10,4",19,gonality: 5
"3,6,10,5",20,gonality: 5
"3,6,10,6",21,gonality: 5
"3,6,10,7",22,gonality: 5
"3,6,10,8",23,gonality: 5
"3,6,10,9",24,gonality: 5
"3,6,10,10",25,gonality: 5
"3,6,10,11",26,gonality: 5
"3,6,11,3",19,gonality: 5
"3,6,11,4",20,gonality: 5
"3,6,11,5",21,gonality: 5
"3,6,11,6",22,gonality: 5
"3,6,11,7",23,gonality: 5
"3,6,11,8",24,gonality: 5
"3,6,11,9",25,gonality: 5
"3,6,11,10",26,gonality: 5
"3,6,11,11",27,gonality: 5
"3,7,2,4",12,gonality: 5
"3,7,2,5",13,gonality: 5
"3,7,2,6",14,gonality: 5
"3,7,2,7",15,gonality: 5
"3,7,2,8",16,gonality: 5
"3,7,2,9",17,gonality: 5
"3,7,2,10",18,gonality: 5
"3,7,2,11",19,gonality: 5
"3,7,3,4",13,gonality: 5
"3,7,3,5",14,gonality: 5
"3,7,3,6",15,gonality: 5
"3,7,3,7",16,gonality: 5
"3,7,3,8",17,gonality: 5
"3,7,3,9",18,gonality: 5
"3,7,3,10",19,gonality: 5
"3,7,3,11",20,gonality: 5
"3,7,4,4",14,gonality: 5
"3,7,4,5",15,gonality: 5
"3,7,4,6",16,gonality: 5
"3,7,4,7",17,gonality: 5
"3,7,4,8",18,gonality: 5
"3,7,4,9",19,gonality: 5
"3,7,4,10",20,gonality: 5
"3,7,4,11",21,gonality: 5
"3,7,5,4",15,gonality: 5
"3,7,5,5",16,gonality: 5
"3,7,5,6",17,gonality: 5
"3,7,5,7",18,gonality: 5
"3,7,5,8",19,gonality: 5
"3,7,5,9",20,gonality: 5
"3,7,5,10",21,gonality: 5
"3,7,5,11",22,gonality: 5
"3,7,6,4",16,gonality: 5
"3,7,6,5",17,gonality: 5
"3,7,6,6",18,gonality: 5
"3,7,6,7",19,gonality: 5
"3,7,6,8",20,gonality: 5
"3,7,6,9",21,gonality: 5
"3,7,6,10",22,gonality: 5
"3,7,6,11",23,gonality: 5
"3,7,7,3",16,gonality: 5
"3,7,7,4",17,gonality: 5
"3,7,7,5",18,gonality: 5
"3,7,7,6",19,gonality: 5
"3,7,7,7",20,gonality: 5
"3,7,7,8",21,gonality: 5
"3,7,7,9",22,gonality: 5
"3,7,7,10",23,gonality: 5
"3,7,7,11",24,gonality: 5
"3,7,8,3",17,gonality: 5
"3,7,8,4",18,gonality: 5
"3,7,8,5",19,gonality: 5
"3,7,8,6",20,gonality: 5
"3,7,8,7",21,gonality: 5
"3,7,8,8",22,gonality: 5
"3,7,8,9",23,gonality: 5
"3,7,8,10",24,gonality: 5
"3,7,8,11",25,gonality: 5
"3,7,9,3",18,gonality: 5
"3,7,9,4",19,gonality: 5
"3,7,9,5",20,gonality: 5
"3,7,9,6",21,gonality: 5
"3,7,9,7",22,gonality: 5
"3,7,9,8",23,gonality: 5
"3,7,9,9",24,gonality: 5
"3,7,9,10",25,gonality: 5
"3,7,9,11",26,gonality: 5
"3,7,10,3",19,gonality: 5
"3,7,10,4",20,gonality: 5
"3,7,10,5",21,gonality: 5
"3,7,10,6",22,gonality: 5
"3,7,10,7",23,gonality: 5
"3,7,10,8",24,gonality: 5
"3,7,10,9",25,gonality: 5
"3,7,10,10",26,gonality: 5
"3,7,10,11",27,gonality: 5
"3,7,11,3",20,gonality: 5
"3,7,11,4",21,gonality: 5
"3,7,11,5",22,gonality: 5
"3,7,11,6",23,gonality: 5
"3,7,11,7",24,gonality: 5
"3,7,11,8",25,gonality: 5
"3,7,11,9",26,gonality: 5
"3,7,11,10",27,gonality: 5
"3,7,11,11",28,gonality: 5
"3,8,2,4",13,gonality: 5
"3,8,2,5",14,gonality: 5
"3,8,2,6",15,gonality: 5
"3,8,2,7",16,gonality: 5
"3,8,2,8",17,gonality: 5
"3,8,2,9",18,gonality: 5
"3,8,2,10",19,gonality: 5
"3,8,2,11",20,gonality: 5
"3,8,3,4",14,gonality: 5
"3,8,3,5",15,gonality: 5
"3,8,3,6",16,gonality: 5
"3,8,3,7",17,gonality: 5
"3,8,3,8",18,gonality: 5
"3,8,3,9",19,gonality: 5
"3,8,3,10",20,gonality: 5
"3,8,3,11",21,gonality: 5
"3,8,4,4",15,gonality: 5
"3,8,4,5",16,gonality: 5
"3,8,4,6",17,gonality: 5
"3,8,4,7",18,gonality: 5
"3,8,4,8",19,gonality: 5
"3,8,4,9",20,gonality: 5
"3,8,4,10",21,gonality: 5
"3,8,4,11",22,gonality: 5
"3,8,5,4",16,gonality: 5
"3,8,5,5",17,gonality: 5
"3,8,5,6",18,gonality: 5
"3,8,5,7",19,gonality: 5
"3,8,5,8",20,gonality: 5
"3,8,5,9",21,gonality: 5
"3,8,5,10",22,gonality: 5
"3,8,5,11",23,gonality: 5
"3,8,6,4",17,gonality: 5
"3,8,6,5",18,gonality: 5
"3,8,6,6",19,gonality: 5
"3,8,6,7",20,gonality: 5
"3,8,6,8",21,gonality: 5
"3,8,6,9",22,gonality: 5
"3,8,6,10",23,gonality: 5
"3,8,6,11",24,gonality: 5
"3,8,7,4",18,gonality: 5
"3,8,7,5",19,gonality: 5
"3,8,7,6",20,gonality: 5
"3,8,7,7",21,gonality: 5
"3,8,7,8",22,gonality: 5
"3,8,7,9",23,gonality: 5
"3,8,7,10",24,gonality: 5
"3,8,7,11",25,gonality: 5
"3,8,8,3",18,gonality: 5
"3,8,8,4",19,gonality: 5
"3,8,8,5",20,gonality: 5
"3,8,8,6",21,gonality: 5
"3,8,8,7",22,gonality: 5
"3,8,8,8",23,gonality: 5
"3,8,8,9",24,gonality: 5
"3,8,8,10",25,gonality: 5
"3,8,8,11",26,gonality: 5
"3,8,9,3",19,gonality: 5
"3,8,9,4",20,gonality: 5
"3,8,9,5",21,gonality: 5
"3,8,9,6",22,gonality: 5
"3,8,9,7",23,gonality: 5
"3,8,9,8",24,gonality: 5
"3,8,9,9",25,gonality: 5
"3,8,9,10",26,gonality: 5
"3,8,9,11",27,gonality: 5
"3,8,10,3",20,gonality: 5
"3,8,10,4",21,gonality: 5
"3,8,10,5",22,gonality: 5
"3,8,10,6",23,gonality: 5
"3,8,10,7",24,gonality: 5
"3,8,10,8",25,gonality: 5
"3,8,10,9",26,gonality: 5
"3,8,10,10",27,gonality: 5
"3,8,10,11",28,gonality: 5
"3,8,11,3",21,gonality: 5
"3,8,11,4",22,gonality: 5
"3,8,11,5",23,gonality: 5
"3,8,11,6",24,gonality: 5
"3,8,11,7",25,gonality: 5
"3,8,11,8",26,gonality: 5
"3,8,11,9",27,gonality: 5
"3,8,11,10",28,gonality: 5
"3,8,11,11",29,gonality: 5
"3,9,2,4",14,gonality: 5
"3,9,2,5",15,gonality: 5
"3,9,2,6",16,gonality: 5
"3,9,2,7",17,gonality: 5
"3,9,2,8",18,gonality: 5
"3,9,2,9",19,gonality: 5
"3,9,2,10",20,gonality: 5
"3,9,2,11",21,gonality: 5
"3,9,3,4",15,gonality: 5
"3,9,3,5",16,gonality: 5
"3,9,3,6",17,gonality: 5
"3,9,3,7",18,gonality: 5
"3,9,3,8",19,gonality: 5
"3,9,3,9",20,gonality: 5
"3,9,3,10",21,gonality: 5
"3,9,3,11",22,gonality: 5
"3,9,4,4",16,gonality: 5
"3,9,4,5",17,gonality: 5
"3,9,4,6",18,gonality: 5
"3,9,4,7",19,gonality: 5
"3,9,4,8",20,gonality: 5
"3,9,4,9",21,gonality: 5
"3,9,4,10",22,gonality: 5
"3,9,4,11",23,gonality: 5
"3,9,5,4",17,gonality: 5
"3,9,5,5",18,gonality: 5
"3,9,5,6",19,gonality: 5
"3,9,5,7",20,gonality: 5
"3,9,5,8",21,gonality: 5
"3,9,5,9",22,gonality: 5
"3,9,5,10",23,gonality: 5
"3,9,5,11",24,gonality: 5
"3,9,6,4",18,gonality: 5
"3,9,6,5",19,gonality: 5
"3,9,6,6",20,gonality: 5
"3,9,6,7",21,gonality: 5
"3,9,6,8",22,gonality: 5
"3,9,6,9",23,gonality: 5
"3,9,6,10",24,gonality: 5
"3,9,6,11",25,gonality: 5
"3,9,7,4",19,gonality: 5
"3,9,7,5",20,gonality: 5
"3,9,7,6",21,gonality: 5
"3,9,7,7",22,gonality: 5
"3,9,7,8",23,gonality: 5
"3,9,7,9",24,gonality: 5
"3,9,7,10",25,gonality: 5
"3,9,7,11",26,gonality: 5
"3,9,8,4",20,gonality: 5
"3,9,8,5",21,gonality: 5
"3,9,8,6",22,gonality: 5
"3,9,8,7",23,gonality: 5
"3,9,8,8",24,gonality: 5
"3,9,8,9",25,gonality: 5
"3,9,8,10",26,gonality: 5
"3,9,8,11",27,gonality: 5
"3,9,9,3",20,gonality: 5
"3,9,9,4",21,gonality: 5
"3,9,9,5",22,gonality: 5
"3,9,9,6",23,gonality: 5
"3,9,9,7",24,gonality: 5
"3,9,9,8",25,gonality: 5
"3,9,9,9",26,gonality: 5
"3,9,9,10",27,gonality: 5
"3,9,9,11",28,gonality: 5
"3,9,10,3",21,gonality: 5
"3,9,10,4",22,gonality: 5
"3,9,10,5",23,gonality: 5
"3,9,10,6",24,gonality: 5
"3,9,10,7",25,gonality: 5
"3,9,10,8",26,gonality: 5
"3,9,10,9",27,gonality: 5
"3,9,10,10",28,gonality: 5
"3,9,10,11",29,gonality: 5
"3,9,11,3",22,gonality: 5
"3,9,11,4",23,gonality: 5
"3,9,11,5",24,gonality: 5
"3,9,11,6",25,gonality: 5
"3,9,11,7",26,gonality: 5
"3,9,11,8",27,gonality: 5
"3,9,11,9",28,gonality: 5
"3,9,11,10",29,gonality: 5
"3,9,11,11",30,gonality: 5
"3,10,2,4",15,gonality: 5
"3,10,2,5",16,gonality: 5
"3,10,2,6",17,gonality: 5
"3,10,2,7",18,gonality: 5
"3,10,2,8",19,gonality: 5
"3,10,2,9",20,gonality: 5
"3,10,2,10",21,gonality: 5
"3,10,2,11",22,gonality: 5
"3,10,3,4",16,gonality: 5
"3,10,3,5",17,gonality: 5
"3,10,3,6",18,gonality: 5
"3,10,3,7",19,gonality: 5
"3,10,3,8",20,gonality: 5
"3,10,3,9",21,gonality: 5
"3,10,3,10",22,gonality: 5
"3,10,3,11",23,gonality: 5
"3,10,4,4",17,gonality: 5
"3,10,4,5",18,gonality: 5
"3,10,4,6",19,gonality: 5
"3,10,4,7",20,gonality: 5
"3,10,4,8",21,gonality: 5
"3,10,4,9",22,gonality: 5
"3,10,4,10",23,gonality: 5
"3,10,4,11",24,gonality: 5
"3,10,5,4",18,gonality: 5
"3,10,5,5",19,gonality: 5
"3,10,5,6",20,gonality: 5
"3,10,5,7",21,gonality: 5
"3,10,5,8",22,gonality: 5
"3,10,5,9",23,gonality: 5
"3,10,5,10",24,gonality: 5
"3,10,5,11",25,gonality: 5
"3,10,6,4",19,gonality: 5
"3,10,6,5",20,gonality: 5
"3,10,6,6",21,gonality: 5
"3,10,6,7",22,gonality: 5
"3,10,6,8",23,gonality: 5
"3,10,6,9",24,gonality: 5
"3,10,6,10",25,gonality: 5
"3,10,6,11",26,gonality: 5
"3,10,7,4",20,gonality: 5
"3,10,7,5",21,gonality: 5
"3,10,7,6",22,gonality: 5
"3,10,7,7",23,gonality: 5
"3,10,7,8",24,gonality: 5
"3,10,7,9",25,gonality: 5
"3,10,7,10",26,gonality: 5
"3,10,7,11",27,gonality: 5
"3,10,8,4",21,gonality: 5
"3,10,8,5",22,gonality: 5
"3,10,8,6",23,gonality: 5
"3,10,8,7",24,gonality: 5
"3,10,8,8",25,gonality: 5
"3,10,8,9",26,gonality: 5
"3,10,8,10",27,gonality: 5
"3,10,8,11",28,gonality: 5
"3,10,9,4",22,gonality: 5
"3,10,9,5",23,gonality: 5
"3,10,9,6",24,gonality: 5
"3,10,9,7",25,gonality: 5
"3,10,9,8",26,gonality: 5
"3,10,9,9",27,gonality: 5
"3,10,9,10",28,gonality: 5
"3,10,9,11",29,gonality: 5
"3,10,10,3",22,gonality: 5
"3,10,10,4",23,gonality: 5
"3,10,10,5",24,gonality: 5
"3,10,10,6",25,gonality: 5
"3,10,10,7",26,gonality: 5
"3,10,10,8",27,gonality: 5
"3,10,10,9",28,gonality: 5
"3,10,10,10",29,gonality: 5
"3,10,10,11",30,gonality: 5
"3,10,11,3",23,gonality: 5
"3,10,11,4",24,gonality: 5
"3,10,11,5",25,gonality: 5
"3,10,11,6",26,gonality: 5
"3,10,11,7",27,gonality: 5
"3,10,11,8",28,gonality: 5
"3,10,11,9",29,gonality: 5
"3,10,11,10",30,gonality: 5
"3,10,11,11",31,gonality: 5
"3,11,2,4",16,gonality: 5
"3,11,2,5",17,gonality: 5
"3,11,2,6",18,gonality: 5
"3,11,2,7",19,gonality: 5
"3,11,2,8",20,gonality: 5
"3,11,2,9",21,gonality: 5
"3,11,2,10",22,gonality: 5
"3,11,2,11",23,gonality: 5
"3,11,3,4",17,gonality: 5
"3,11,3,5",18,gonality: 5
"3,11,3,6",19,gonality: 5
"3,11,3,7",20,gonality: 5
"3,11,3,8",21,gonality: 5
"3,11,3,9",22,gonality: 5
"3,11,3,10",23,gonality: 5
"3,11,3,11",24,gonality: 5
"3,11,4,4",18,gonality: 5
"3,11,4,5",19,gonality: 5
"3,11,4,6",20,gonality: 5
"3,11,4,7",21,gonality: 5
"3,11,4,8",22,gonality: 5
"3,11,4,9",23,gonality: 5
"3,11,4,10",24,gonality: 5
"3,11,4,11",25,gonality: 5
"3,11,5,4",19,gonality: 5
"3,11,5,5",20,gonality: 5
"3,11,5,6",21,gonality: 5
"3,11,5,7",22,gonality: 5
"3,11,5,8",23,gonality: 5
"3,11,5,9",24,gonality: 5
"3,11,5,10",25,gonality: 5
"3,11,5,11",26,gonality: 5
"3,11,6,4",20,gonality: 5
"3,11,6,5",21,gonality: 5
"3,11,6,6",22,gonality: 5
"3,11,6,7",23,gonality: 5
"3,11,6,8",24,gonality: 5
"3,11,6,9",25,gonality: 5
"3,11,6,10",26,gonality: 5
"3,11,6,11",27,gonality: 5
"3,11,7,4",21,gonality: 5
"3,11,7,5",22,gonality: 5
"3,11,7,6",23,gonality: 5
"3,11,7,7",24,gonality: 5
"3,11,7,8",25,gonality: 5
"3,11,7,9",26,gonality: 5
"3,11,7,10",27,gonality: 5
"3,11,7,11",28,gonality: 5
"3,11,8,4",22,gonality: 5
"3,11,8,5",23,gonality: 5
"3,11,8,6",24,gonality: 5
"3,11,8,7",25,gonality: 5
"3,11,8,8",26,gonality: 5
"3,11,8,9",27,gonality: 5
"3,11,8,10",28,gonality: 5
"3,11,8,11",29,gonality: 5
"3,11,9,4",23,gonality: 5
"3,11,9,5",24,gonality: 5
"3,11,9,6",25,gonality: 5
"3,11,9,7",26,gonality: 5
"3,11,9,8",27,gonality: 5
"3,11,9,9",28,gonality: 5
"3,11,9,10",29,gonality: 5
"3,11,9,11",30,gonality: 5
"3,11,10,4",24,gonality: 5
"3,11,10,5",25,gonality: 5
"3,11,10,6",26,gonality: 5
"3,11,10,7",27,gonality: 5
"3,11,10,8",28,gonality: 5
"3,11,10,9",29,gonality: 5
"3,11,10,10",30,gonality: 5
"3,11,10,11",31,gonality: 5
"3,11,11,3",24,gonality: 5
"3,11,11,4",25,gonality: 5
"3,11,11,5",26,gonality: 5
"3,11,11,6",27,gonality: 5
"3,11,11,7",28,gonality: 5
"3,11,11,8",29,gonality: 5
"3,11,11,9",30,gonality: 5
"3,11,11,10",31,gonality: 5
"3,11,11,11",32,gonality: 5
"4,2,2,4",8,gonality: 4
"4,2,2,5",9,gonality: 4
"4,2,2,6",10,gonality: 4
"4,2,2,7",11,gonality: 4
"4,2,2,8",12,gonality: 4
"4,2,2,9",13,gonality: 4
"4,2,2,10",14,gonality: 4
"4,2,2,11",15,gonality: 4
"4,2,3,4",9,gonality: 5
"4,2,3,5",10,gonality: 5
"4,2,3,6",11,gonality: 5
"4,2,3,7",12,gonality: 5
"4,2,3,8",13,gonality: 5
"4,2,3,9",14,gonality: 5
"4,2,3,10",15,gonality: 5
"4,2,3,11",16,gonality: 5
"4,2,4,4",10,gonality: 4
"4,2,4,5",11,gonality: 5
"4,2,4,6",12,gonality: 5
"4,2,4,7",13,gonality: 5
"4,2,4,8",14,gonality: 5
"4,2,4,9",15,gonality: 5
"4,2,4,10",16,gonality: 5
"4,2,4,11",17,gonality: 5
"4,2,5,4",11,gonality: 5
"4,2,5,5",12,gonality: 5
"4,2,5,6",13,gonality: 5
"4,2,5,7",14,gonality: 5
"4,2,5,8",15,gonality: 5
"4,2,5,9",16,gonality: 5
"4,2,5,10",17,gonality: 5
"4,2,5,11",18,gonality: 5
"4,2,6,4",12,gonality: 5
"4,2,6,5",13,gonality: 5
"4,2,6,6",14,gonality: 5
"4,2,6,7",15,gonality: 5
"4,2,6,8",16,gonality: 5
"4,2,6,9",17,gonality: 5
"4,2,6,10",18,gonality: 5
"4,2,6,11",19,gonality: 5
"4,2,7,4",13,gonality: 5
"4,2,7,5",14,gonality: 5
"4,2,7,6",15,gonality: 5
"4,2,7,7",16,gonality: 5
"4,2,7,8",17,gonality: 5
"4,2,7,9",18,gonality: 5
"4,2,7,10",19,gonality: 5
"4,2,7,11",20,gonality: 5
"4,2,8,4",14,gonality: 5
"4,2,8,5",15,gonality: 5
"4,2,8,6",16,gonality: 5
"4,2,8,7",17,gonality: 5
"4,2,8,8",18,gonality: 5
"4,2,8,9",19,gonality: 5
"4,2,8,10",20,gonality: 5
"4,2,8,11",21,gonality: 5
"4,2,9,4",15,gonality: 5
"4,2,9,5",16,gonality: 5
"4,2,9,6",17,gonality: 5
"4,2,9,7",18,gonality: 5
"4,2,9,8",19,gonality: 5
"4,2,9,9",20,gonality: 5
"4,2,9,10",21,gonality: 5
"4,2,9,11",22,gonality: 5
"4,2,10,4",16,gonality: 5
"4,2,10,5",17,gonality: 5
"4,2,10,6",18,gonality: 5
"4,2,10,7",19,gonality: 5
"4,2,10,8",20,gonality: 5
"4,2,10,9",21,gonality: 5
"4,2,10,10",22,gonality: 5
"4,2,10,11",23,gonality: 5
"4,2,11,4",17,gonality: 5
"4,2,11,5",18,gonality: 5
"4,2,11,6",19,gonality: 5
"4,2,11,7",20,gonality: 5
"4,2,11,8",21,gonality: 5
"4,2,11,9",22,gonality: 5
"4,2,11,10",23,gonality: 5
"4,2,11,11",24,gonality: 5
"4,3,2,5",10,gonality: 5
"4,3,2,6",11,gonality: 5
"4,3,2,7",12,gonality: 5
"4,3,2,8",13,gonality: 5
"4,3,2,9",14,gonality: 5
"4,3,2,10",15,gonality: 5
"4,3,2,11",16,gonality: 5
"4,3,3,4",10,gonality: 5
"4,3,3,5",11,gonality: 5
"4,3,3,6",12,gonality: 5
"4,3,3,7",13,gonality: 5
"4,3,3,8",14,gonality: 5
"4,3,3,9",15,gonality: 5
"4,3,3,10",16,gonality: 5
"4,3,3,11",17,gonality: 5
"4,3,4,4",11,gonality: 5
"4,3,4,5",12,gonality: 5
"4,3,4,6",13,gonality: 5
"4,3,4,7",14,gonality: 5
"4,3,4,8",15,gonality: 5
"4,3,4,9",16,gonality: 5
"4,3,4,10",17,gonality: 5
"4,3,4,11",18,gonality: 5
"4,3,5,4",12,gonality: 5
"4,3,5,5",13,gonality: 5
"4,3,5,6",14,gonality: 5
"4,3,5,7",15,gonality: 5
"4,3,5,8",16,gonality: 5
"4,3,5,9",17,gonality: 5
"4,3,5,10",18,gonality: 5
"4,3,5,11",19,gonality: 5
"4,3,6,4",13,gonality: 5
"4,3,6,5",14,gonality: 5
"4,3,6,6",15,gonality: 5
"4,3,6,7",16,gonality: 5
"4,3,6,8",17,gonality: 5
"4,3,6,9",18,gonality: 5
"4,3,6,10",19,gonality: 5
"4,3,6,11",20,gonality: 5
"4,3,7,4",14,gonality: 5
"4,3,7,5",15,gonality: 5
"4,3,7,6",16,gonality: 5
"4,3,7,7",17,gonality: 5
"4,3,7,8",18,gonality: 5
"4,3,7,9",19,gonality: 5
"4,3,7,10",20,gonality: 5
"4,3,7,11",21,gonality: 5
"4,3,8,4",15,gonality: 5
"4,3,8,5",16,gonality: 5
"4,3,8,6",17,gonality: 5
"4,3,8,7",18,gonality: 5
"4,3,8,8",19,gonality: 5
"4,3,8,9",20,gonality: 5
"4,3,8,10",21,gonality: 5
"4,3,8,11",22,gonality: 5
"4,3,9,4",16,gonality: 5
"4,3,9,5",17,gonality: 5
"4,3,9,6",18,gonality: 5
"4,3,9,7",19,gonality: 5
"4,3,9,8",20,gonality: 5
"4,3,9,9",21,gonality: 5
"4,3,9,10",22,gonality: 5
"4,3,9,11",23,gonality: 5
"4,3,10,4",17,gonality: 5
"4,3,10,5",18,gonality: 5
"4,3,10,6",19,gonality: 5
"4,3,10,7",20,gonality: 5
"4,3,10,8",21,gonality: 5
"4,3,10,9",22,gonality: 5
"4,3,10,10",23,gonality: 5
"4,3,10,11",24,gonality: 5
"4,3,11,4",18,gonality: 5
"4,3,11,5",19,gonality: 5
"4,3,11,6",20,gonality: 5
"4,3,11,7",21,gonality: 5
"4,3,11,8",22,gonality: 5
"4,3,11,9",23,gonality: 5
"4,3,11,10",24,gonality: 5
"4,3,11,11",25,gonality: 5
"4,4,2,5",11,gonality: 5
"4,4,2,6",12,gonality: 5
"4,4,2,7",13,gonality: 5
"4,4,2,8",14,gonality: 5
"4,4,2,9",15,gonality: 5
"4,4,2,10",16,gonality: 5
"4,4,2,11",17,gonality: 5
"4,4,3,5",12,gonality: 5
"4,4,3,6",13,gonality: 5
"4,4,3,7",14,gonality: 5
"4,4,3,8",15,gonality: 5
"4,4,3,9",16,gonality: 5
"4,4,3,10",17,gonality: 5
"4,4,3,11",18,gonality: 5
"4,4,4,4",12,gonality: 4
"4,4,4,5",13,gonality: 5
"4,4,4,6",14,gonality: 5
"4,4,4,7",15,gonality: 5
"4,4,4,8",16,gonality: 5
"4,4,4,9",17,gonality: 5
"4,4,4,10",18,gonality: 5
"4,4,4,11",19,gonality: 5
"4,4,5,4",13,gonality: 5
"4,4,5,5",14,gonality: 5
"4,4,5,6",15,gonality: 5
"4,4,5,7",16,gonality: 5
"4,4,5,8",17,gonality: 5
"4,4,5,9",18,gonality: 5
"4,4,5,10",19,gonality: 5
"4,4,5,11",20,gonality: 5
"4,4,6,4",14,gonality: 5
"4,4,6,5",15,gonality: 5
"4,4,6,6",16,gonality: 5
"4,4,6,7",17,gonality: 5
"4,4,6,8",18,gonality: 5
"4,4,6,9",19,gonality: 5
"4,4,6,10",20,gonality: 5
"4,4,6,11",21,gonality: 5
"4,4,7,4",15,gonality: 5
"4,4,7,5",16,gonality: 5
"4,4,7,6",17,gonality: 5
"4,4,7,7",18,gonality: 5
"4,4,7,8",19,gonality: 5
"4,4,7,9",20,gonality: 5
"4,4,7,10",21,gonality: 5
"4,4,7,11",22,gonality: 5
"4,4,8,4",16,gonality: 5
"4,4,8,5",17,gonality: 5
"4,4,8,6",18,gonality: 5
"4,4,8,7",19,gonality: 5
"4,4,8,8",20,gonality: 5
"4,4,8,9",21,gonality: 5
"4,4,8,10",22,gonality: 5
"4,4,8,11",23,gonality: 5
"4,4,9,4",17,gonality: 5
"4,4,9,5",18,gonality: 5
"4,4,9,6",19,gonality: 5
"4,4,9,7",20,gonality: 5
"4,4,9,8",21,gonality: 5
"4,4,9,9",22,gonality: 5
"4,4,9,10",23,gonality: 5
"4,4,9,11",24,gonality: 5
"4,4,10,4",18,gonality: 5
"4,4,10,5",19,gonality: 5
"4,4,10,6",20,gonality: 5
"4,4,10,7",21,gonality: 5
"4,4,10,8",22,gonality: 5
"4,4,10,9",23,gonality: 5
"4,4,10,10",24,gonality: 5
"4,4,10,11",25,gonality: 5
"4,4,11,4",19,gonality: 5
"4,4,11,5",20,gonality: 5
"4,4,11,6",21,gonality: 5
"4,4,11,7",22,gonality: 5
"4,4,11,8",23,gonality: 5
"4,4,11,9",24,gonality: 5
"4,4,11,10",25,gonality: 5
"4,4,11,11",26,gonality: 5
"4,5,2,5",12,gonality: 5
"4,5,2,6",13,gonality: 5
"4,5,2,7",14,gonality: 5
